run,metric,iteration,value
terminal_ppo,terminal_reward,542,827.4801025390625
terminal_ppo,terminal_reward,543,827.4801025390625
terminal_ppo,terminal_reward,544,827.4801025390625
terminal_ppo,terminal_reward,545,827.4801025390625
terminal_ppo,terminal_reward,546,827.4801025390625
terminal_ppo,terminal_reward,547,827.4801025390625
terminal_ppo,terminal_reward,548,827.4801025390625
terminal_ppo,terminal_reward,549,827.4801025390625
terminal_ppo,terminal_reward,550,827.4801025390625
terminal_ppo,terminal_reward,551,827.4801025390625
terminal_ppo,terminal_reward,552,827.4801025390625
terminal_ppo,terminal_reward,553,827.4801025390625
terminal_ppo,terminal_reward,554,827.4801025390625
terminal_ppo,terminal_reward,555,827.4801025390625
terminal_ppo,terminal_reward,556,827.4801025390625
terminal_ppo,terminal_reward,557,827.4801025390625
terminal_ppo,terminal_reward,558,827.4801025390625
terminal_ppo,terminal_reward,559,827.4801025390625
terminal_ppo,terminal_reward,560,827.4801025390625
terminal_ppo,terminal_reward,561,827.4801025390625
terminal_ppo,terminal_reward,562,827.4801025390625
terminal_ppo,terminal_reward,563,827.4801025390625
terminal_ppo,terminal_reward,564,827.4801025390625
terminal_ppo,terminal_reward,565,827.4801025390625
terminal_ppo,terminal_reward,566,827.4801025390625
terminal_ppo,terminal_reward,567,827.4801025390625
terminal_ppo,terminal_reward,568,827.4801025390625
terminal_ppo,terminal_reward,569,827.4801025390625
terminal_ppo,terminal_reward,570,827.4801025390625
terminal_ppo,terminal_reward,571,827.4801025390625
terminal_ppo,terminal_reward,572,827.4801025390625
terminal_ppo,terminal_reward,573,827.4801025390625
terminal_ppo,terminal_reward,574,827.4801025390625
terminal_ppo,terminal_reward,575,827.4801025390625
terminal_ppo,terminal_reward,576,827.4801025390625
terminal_ppo,terminal_reward,577,827.4801025390625
terminal_ppo,terminal_reward,578,827.4801025390625
terminal_ppo,terminal_reward,579,827.4801025390625
terminal_ppo,terminal_reward,580,827.4801025390625
terminal_ppo,terminal_reward,581,827.4801025390625
terminal_ppo,terminal_reward,582,430.34002685546875
terminal_ppo,terminal_reward,583,430.34002685546875
terminal_ppo,terminal_reward,584,430.34002685546875
terminal_ppo,terminal_reward,585,430.34002685546875
terminal_ppo,terminal_reward,586,430.34002685546875
terminal_ppo,terminal_reward,587,430.34002685546875
terminal_ppo,terminal_reward,588,430.34002685546875
terminal_ppo,terminal_reward,589,242.73318481445312
terminal_ppo,terminal_reward,590,242.73318481445312
terminal_ppo,terminal_reward,591,242.73318481445312
terminal_ppo,terminal_reward,592,318.9408874511719
terminal_ppo,terminal_reward,593,318.9408874511719
terminal_ppo,terminal_reward,594,318.9408874511719
terminal_ppo,terminal_reward,595,318.9408874511719
terminal_ppo,terminal_reward,596,278.9045104980469
terminal_ppo,terminal_reward,597,278.9045104980469
terminal_ppo,terminal_reward,598,278.9045104980469
terminal_ppo,terminal_reward,599,138.96853637695312
terminal_ppo,terminal_reward,600,138.96853637695312
terminal_ppo,terminal_reward,601,138.96853637695312
terminal_ppo,terminal_reward,602,60.085472106933594
terminal_ppo,terminal_reward,603,352.0628356933594
terminal_ppo,terminal_reward,604,352.0628356933594
terminal_ppo,terminal_reward,605,366.74725341796875
terminal_ppo,terminal_reward,606,366.74725341796875
terminal_ppo,terminal_reward,607,276.67047119140625
terminal_ppo,terminal_reward,608,89.12306213378906
terminal_ppo,terminal_reward,609,89.12306213378906
