cell_id,region,cx,cy,cz,nx,ny,nz,ux,uy,uz,vx,vy,vz
0,front,-0.50295,1.41481,0.20787,-0.67201,0.73423,-0.09649,0.74054,0.66628,-0.08756,-0.0,-0.1303,-0.99147
1,front,-0.51633,1.41854,0.30143,-0.5965,0.77725,-0.20016,0.80261,0.57765,-0.14876,-0.0,-0.24939,-0.9684
2,front,-0.5161,1.43077,0.42412,-0.31754,0.87818,0.35773,0.94825,0.29407,0.11979,0.0,0.37725,-0.92611
3,front,-0.52485,1.36868,0.53369,-0.37078,0.82914,0.4184,0.92872,0.33102,0.16704,0.0,0.45051,-0.89277
4,front,-0.42236,1.46602,0.20874,-0.39947,0.91179,0.09524,0.91675,0.39731,0.0415,0.0,0.10389,-0.99459
5,front,-0.42061,1.47239,0.30743,-0.35062,0.93358,-0.07416,0.93652,0.34952,-0.02776,-0.0,-0.07919,-0.99686
6,front,-0.41583,1.46962,0.41069,-0.29116,0.91479,0.27996,0.95667,0.27842,0.08521,0.0,0.29264,-0.95622
7,front,-0.40988,1.40074,0.58064,-0.45241,0.8495,0.27142,0.89181,0.43094,0.13769,0.0,0.30435,-0.95256
8,front,-0.37635,1.40886,0.62437,-0.5036,0.82848,0.24495,0.86394,0.48293,0.14279,0.0,0.28353,-0.95896
9,front,-0.31056,1.49541,0.21135,-0.09465,0.97816,0.18503,0.99551,0.093,0.01759,-0.0,0.18586,-0.98258
10,front,-0.30033,1.49987,0.30781,-0.0767,0.99362,-0.08273,0.99705,0.07643,-0.00636,-0.0,-0.08298,-0.99655
11,front,-0.29986,1.50016,0.42181,-0.25391,0.94243,0.21762,0.96723,0.2474,0.05713,0.0,0.22499,-0.97436
12,front,-0.28595,1.45586,0.55109,-0.27054,0.95869,0.08783,0.96271,0.26942,0.02468,0.0,0.09123,-0.99583
13,front,-0.29947,1.44132,0.63785,-0.3735,0.91011,0.17941,0.92763,0.36645,0.07224,0.0,0.19341,-0.98112
14,front,-0.16465,1.49504,0.20938,-0.00491,0.95965,0.28114,0.99999,0.00471,0.00138,0.0,0.28114,-0.95967
15,front,-0.17932,1.48558,0.30432,0.08155,0.99487,-0.05991,0.99667,-0.0814,0.0049,0.0,-0.06011,-0.99819
16,front,-0.17832,1.48989,0.42489,0.00389,0.961,0.27652,0.99999,-0.00374,-0.00108,0.0,0.27652,-0.96101
17,front,-0.18104,1.47353,0.56036,-0.13267,0.9895,0.05742,0.99116,0.13245,0.00769,-0.0,0.05793,-0.99832
18,front,-0.17769,1.47225,0.64213,-0.15377,0.98611,0.06286,0.98811,0.15346,0.00978,0.0,0.06362,-0.99797
19,front,-0.06248,1.4961,0.2077,0.00137,0.9319,0.36272,1.0,-0.00128,-0.0005,0.0,0.36272,-0.9319
20,front,-0.06172,1.48195,0.30493,0.00239,0.99747,-0.07101,1.0,-0.00239,0.00017,0.0,-0.07101,-0.99748
21,front,-0.06096,1.49357,0.42477,-0.00044,0.96009,0.27968,1.0,0.00042,0.00012,0.0,0.27968,-0.96009
22,front,-0.0667,1.48183,0.53692,-0.01245,0.99981,-0.01466,0.99992,0.01245,-0.00018,0.0,-0.01467,-0.99989
23,front,-0.06288,1.48016,0.64741,-0.01815,0.99708,0.07424,0.99984,0.0181,0.00135,0.0,0.07425,-0.99724
24,front,0.0567,1.49591,0.20849,-0.00376,0.93532,0.35378,0.99999,0.00352,0.00133,0.0,0.35378,-0.93533
25,front,0.05825,1.48216,0.30499,-0.00598,0.99735,-0.07246,0.99998,0.00596,-0.00043,0.0,-0.07246,-0.99737
26,front,0.05738,1.50077,0.42825,-0.00278,0.95237,0.30493,1.0,0.00265,0.00085,-0.0,0.30493,-0.95237
27,front,0.06509,1.48201,0.53555,0.00927,0.99976,-0.01978,0.99996,-0.00926,0.00018,-0.0,-0.01978,-0.9998
28,front,0.05944,1.47678,0.63599,0.01901,0.98509,-0.171,0.99982,-0.01873,0.00325,-0.0,-0.17103,-0.98527
29,front,0.18923,1.49425,0.21295,-0.00812,0.95621,0.29257,0.99997,0.00777,0.00238,-0.0,0.29258,-0.95624
30,front,0.17943,1.48614,0.30467,-0.08588,0.99454,-0.05933,0.99631,0.08573,-0.00511,0.0,-0.05955,-0.99823
31,front,0.17825,1.49044,0.425,-0.00709,0.96062,0.27777,0.99997,0.00681,0.00197,0.0,0.27778,-0.96065
32,front,0.17921,1.47435,0.5412,0.11802,0.99273,0.02382,0.99301,-0.11798,-0.00283,0.0,0.02399,-0.99971
33,front,0.17784,1.47297,0.64112,0.14933,0.98635,0.06932,0.98879,-0.14897,-0.01047,-0.0,0.0701,-0.99754
34,front,0.27805,1.49633,0.21622,-0.01203,0.98838,0.15153,0.99993,0.01189,0.00182,-0.0,0.15154,-0.98845
35,front,0.30028,1.49997,0.30803,0.09676,0.99066,-0.09602,0.99531,-0.09631,0.00933,0.0,-0.09647,-0.99534
36,front,0.29968,1.50138,0.4217,0.24985,0.9441,0.21508,0.96829,-0.2436,-0.0555,0.0,0.22213,-0.97502
37,front,0.28621,1.4568,0.55086,0.2802,0.9566,0.08006,0.95994,-0.27923,-0.02337,0.0,0.08341,-0.99652
38,front,0.29861,1.44302,0.63697,0.3713,0.91252,0.17158,0.92851,-0.36491,-0.06861,0.0,0.18479,-0.98278
39,front,0.44392,1.45805,0.21187,0.4819,0.87446,0.05559,0.87622,-0.48093,-0.03057,0.0,0.06344,-0.99799
40,front,0.42053,1.47141,0.30783,0.32669,0.93896,-0.10782,0.94513,-0.32456,0.03727,0.0,-0.11408,-0.99347
41,front,0.41513,1.47146,0.4103,0.29035,0.91607,0.27662,0.95692,-0.27795,-0.08393,0.0,0.28907,-0.95731
42,front,0.40705,1.40354,0.58053,0.44982,0.84161,0.29891,0.89312,-0.42388,-0.15055,-0.0,0.33468,-0.94233
43,front,0.37499,1.41204,0.62063,0.51189,0.82416,0.24234,0.85905,-0.4911,-0.1444,0.0,0.2821,-0.95939
44,front,0.50189,1.41482,0.21256,0.67414,0.72968,-0.11447,0.73861,-0.66599,0.10448,0.0,-0.15499,-0.98792
45,front,0.51373,1.42059,0.30042,0.60077,0.77234,-0.20634,0.79943,-0.58041,0.15506,-0.0,-0.25811,-0.96612
46,front,0.51349,1.43468,0.4223,0.31634,0.88424,0.34358,0.94864,-0.29487,-0.11457,0.0,0.36218,-0.93211
47,front,0.52264,1.37033,0.53618,0.40743,0.80499,0.43127,0.91324,-0.35914,-0.1924,0.0,0.47224,-0.88147
48,rear,-0.50604,-1.33313,0.17109,-0.60784,-0.79207,-0.05609,0.79406,-0.60633,-0.04294,0.0,-0.07064,0.9975
49,rear,-0.42072,-1.37364,0.1581,-0.2855,-0.95172,-0.11278,0.95838,-0.28351,-0.0336,0.0,-0.11768,0.99305
50,rear,-0.42112,-1.40658,0.31472,-0.33014,-0.92286,-0.19835,0.94393,-0.32277,-0.06937,0.0,-0.21013,0.97767
51,rear,-0.42348,-1.41691,0.37491,-0.35482,-0.92815,0.11241,0.93493,-0.35225,0.04266,0.0,0.12024,0.99275
52,rear,-0.30802,-1.40439,0.18813,-0.26037,-0.9655,-0.00367,0.96551,-0.26036,-0.00099,0.0,-0.0038,0.99999
53,rear,-0.30196,-1.44018,0.31107,-0.28944,-0.92226,-0.25625,0.9572,-0.27887,-0.07748,0.0,-0.26771,0.9635
54,rear,-0.29714,-1.44073,0.41944,-0.11604,-0.97241,0.20235,0.99324,-0.11361,0.02364,0.0,0.20373,0.97903
55,rear,-0.2975,-1.42451,0.49241,-0.27577,-0.77212,0.57252,0.96122,-0.22152,0.16425,0.0,0.59561,0.80327
56,rear,-0.17902,-1.4278,0.18299,-0.13814,-0.98473,-0.10594,0.99041,-0.13735,-0.01478,0.0,-0.10697,0.99426
57,rear,-0.1801,-1.47304,0.31462,-0.16634,-0.9593,-0.22821,0.98607,-0.16183,-0.0385,-0.0,-0.23144,0.97285
58,rear,-0.17721,-1.42635,0.41678,-0.08969,-0.99542,0.0332,0.99597,-0.08964,0.00299,-0.0,0.03333,0.99944
59,rear,-0.17942,-1.45589,0.49721,-0.19963,-0.8613,0.46725,0.97987,-0.17547,0.09519,-0.0,0.47684,0.87899
60,rear,-0.06328,-1.43992,0.18105,-0.04283,-0.989,-0.14159,0.99908,-0.0424,-0.00607,0.0,-0.14172,0.98991
61,rear,-0.06093,-1.48715,0.31328,-0.09727,-0.96687,-0.23601,0.99526,-0.09449,-0.02306,0.0,-0.23713,0.97148
62,rear,-0.0624,-1.44715,0.41738,-0.1923,-0.97969,0.05679,0.98134,-0.19198,0.01113,0.0,0.05787,0.99832
63,rear,-0.06279,-1.47538,0.49681,-0.10026,-0.87027,0.48227,0.99496,-0.08769,0.0486,0.0,0.48471,0.87468
64,rear,0.05921,-1.43995,0.18034,0.04448,-0.98887,-0.14195,0.99901,0.04403,0.00632,-0.0,-0.14209,0.98985
65,rear,0.05736,-1.48676,0.3127,0.09491,-0.96576,-0.24144,0.99549,0.09208,0.02302,0.0,-0.24253,0.97014
66,rear,0.0564,-1.45217,0.41712,0.17717,-0.98199,0.06559,0.98418,0.17678,-0.01181,0.0,0.06665,0.99778
67,rear,0.06092,-1.47559,0.49638,0.10107,-0.87247,0.4781,0.99488,0.08864,-0.04857,0.0,0.48056,0.87696
68,rear,0.17992,-1.42684,0.18307,0.13875,-0.98495,-0.10307,0.99033,0.138,0.01444,0.0,-0.10408,0.99457
69,rear,0.18016,-1.47249,0.31528,0.17079,-0.96007,-0.22156,0.98531,0.16641,0.0384,-0.0,-0.22487,0.97439
70,rear,0.17755,-1.4262,0.41662,0.09698,-0.99473,0.03319,0.99529,0.09692,-0.00323,0.0,0.03335,0.99944
71,rear,0.1802,-1.45495,0.49733,0.20287,-0.85635,0.47488,0.97921,0.17741,-0.09838,0.0,0.48496,0.87453
72,rear,0.30877,-1.40303,0.18763,0.26464,-0.96412,0.02112,0.96435,0.26457,-0.0058,0.0,0.0219,0.99976
73,rear,0.30181,-1.439,0.31122,0.29165,-0.92282,-0.2517,0.95652,0.28137,0.07674,-0.0,-0.26314,0.96476
74,rear,0.29782,-1.43959,0.41985,0.10652,-0.9735,0.20239,0.99431,0.10429,-0.02168,0.0,0.20354,0.97907
75,rear,0.29712,-1.42341,0.49283,0.27486,-0.768,0.57847,0.96148,0.21955,-0.16537,0.0,0.60164,0.79876
76,rear,0.4216,-1.37171,0.15739,0.28029,-0.95164,-0.12578,0.95992,0.27787,0.03673,0.0,-0.13104,0.99138
77,rear,0.42092,-1.40491,0.31424,0.32139,-0.92514,-0.20207,0.94695,0.31398,0.06858,-0.0,-0.21339,0.97697
78,rear,0.42255,-1.4158,0.37526,0.35135,-0.92775,0.12584,0.93625,0.34816,-0.04722,-0.0,0.13441,0.99093
79,rear,0.51654,-1.32246,0.1784,0.60025,-0.79972,-0.01206,0.79981,0.60019,0.00905,0.0,-0.01508,0.99989
80,side_left,0.00578,-1.47549,0.41289,-0.78931,-0.61392,0.00946,-0.61388,0.78937,0.00736,-0.01198,0.0,-0.99993
81,side_left,-0.50403,-1.35182,0.31361,-0.77743,-0.61701,-0.12207,-0.60954,0.78696,-0.09571,0.15512,0.0,-0.9879
82,side_left,-0.37831,-1.37253,0.39155,-0.79522,-0.60018,0.08606,-0.5967,0.79986,0.06458,-0.1076,0.0,-0.99419
83,side_left,-0.56448,-1.25476,0.18085,-0.90064,-0.42063,-0.10914,-0.41758,0.90723,-0.0506,0.12031,0.0,-0.99274
84,side_left,-0.57083,-1.26059,0.30536,-0.84719,-0.52426,-0.08616,-0.52157,0.85156,-0.05304,0.10118,0.0,-0.99487
85,side_left,-0.57209,-1.26037,0.3901,-0.84488,-0.47603,0.24408,-0.45733,0.87943,0.13212,-0.27754,0.0,-0.96071
86,side_left,-0.53405,-1.22681,0.52261,-0.73421,-0.39685,0.55086,-0.31743,0.91789,0.23816,-0.60014,0.0,-0.79989
87,side_left,-0.58573,-1.18263,0.18414,-0.98023,0.0842,-0.17906,0.08283,0.99645,0.01513,0.1797,-0.0,-0.98372
88,side_left,-0.60674,-1.17581,0.30756,-0.98991,-0.02934,-0.1386,-0.02906,0.99957,-0.00407,0.13866,-0.0,-0.99034
89,side_left,-0.61644,-1.14737,0.42363,-0.92671,-0.35236,0.13055,-0.34892,0.93586,0.04915,-0.1395,0.0,-0.99022
90,side_left,-0.57993,-1.13566,0.52554,-0.7532,-0.39064,0.52924,-0.31963,0.92054,0.22458,-0.57492,-0.0,-0.81821
91,side_left,-0.6292,-1.03192,0.52181,-0.89646,-0.24884,0.36666,-0.23031,0.96855,0.0942,-0.37857,0.0,-0.92557
92,side_left,-0.63371,-0.89157,0.5553,-0.91284,-0.04646,0.40567,-0.04246,0.99892,0.01887,-0.40611,0.0,-0.91382
93,side_left,-0.6358,-0.77746,0.54545,-0.94744,0.01826,0.3194,0.0173,0.99983,-0.00583,-0.31945,0.0,-0.9476
94,side_left,-0.66017,-0.61488,0.30944,-0.99856,0.01287,0.052,0.01285,0.99992,-0.00067,-0.05201,0.0,-0.99865
95,side_left,-0.65215,-0.64598,0.42917,-0.99589,0.03311,0.08436,0.03299,0.99945,-0.00279,-0.0844,-0.0,-0.99643
96,side_left,-0.63346,-0.66178,0.5389,-0.96777,0.02538,0.25053,0.02457,0.99968,-0.00636,-0.25062,0.0,-0.96809
97,side_left,-0.61461,-0.65735,0.60703,-0.89592,-0.02849,0.4433,-0.02553,0.99959,0.01263,-0.44348,-0.0,-0.89629
98,side_left,-0.6631,-0.53868,0.18535,-0.99957,0.01795,0.02309,0.01794,0.99984,-0.00041,-0.0231,0.0,-0.99973
99,side_left,-0.65749,-0.53851,0.30003,-0.9974,0.04605,0.05535,0.04598,0.99894,-0.00255,-0.05541,0.0,-0.99846
100,side_left,-0.65072,-0.53847,0.41908,-0.99618,-0.00224,0.08725,-0.00223,1.0,0.0002,-0.08725,0.0,-0.99619
101,side_left,-0.63495,-0.54016,0.53764,-0.9829,-0.02784,0.18204,-0.02737,0.99961,0.00507,-0.18211,-0.0,-0.98328
102,side_left,-0.61974,-0.53822,0.60601,-0.91264,-0.04579,0.4062,-0.04183,0.99895,0.01862,-0.40662,0.0,-0.9136
103,side_left,-0.66202,-0.41853,0.18481,-0.99936,-0.00582,0.03539,-0.00581,0.99998,0.00021,-0.03539,0.0,-0.99937
104,side_left,-0.65509,-0.42043,0.29952,-0.9974,-0.01935,0.06942,-0.01931,0.99981,0.00134,-0.06944,0.0,-0.99759
105,side_left,-0.65075,-0.42557,0.41153,-0.99921,0.00272,0.03972,0.00272,1.0,-0.00011,-0.03972,0.0,-0.99921
106,side_left,-0.63983,-0.42023,0.53742,-0.98403,-0.03713,0.17409,-0.03656,0.99931,0.00647,-0.17421,0.0,-0.98471
107,side_left,-0.62406,-0.42243,0.608,-0.88256,-0.03506,0.46888,-0.03097,0.99939,0.01645,-0.46917,0.0,-0.88311
108,side_left,-0.66291,-0.30004,0.18562,-0.99995,-0.00708,0.00703,-0.00708,0.99997,5e-05,-0.00703,0.0,-0.99998
109,side_left,-0.65908,-0.30163,0.30034,-0.99861,-0.02425,0.04682,-0.02422,0.99971,0.00114,-0.04683,-0.0,-0.9989
110,side_left,-0.65244,-0.30156,0.41936,-0.99704,0.0039,0.07678,0.00389,0.99999,-0.0003,-0.07679,-0.0,-0.99705
111,side_left,-0.64049,-0.30212,0.53837,-0.98973,0.02171,0.14132,0.02149,0.99976,-0.00307,-0.14135,0.0,-0.98996
112,side_left,-0.62824,-0.30493,0.60746,-0.8955,-0.03008,0.44405,-0.02695,0.99955,0.01336,-0.44425,-0.0,-0.8959
113,side_left,-0.66421,-0.18109,0.1856,-0.99995,-0.00852,0.00438,-0.00852,0.99996,4e-05,-0.00438,0.0,-0.99999
114,side_left,-0.66108,-0.18084,0.30077,-0.99849,-0.01201,0.05369,-0.012,0.99993,0.00065,-0.0537,0.0,-0.99856
115,side_left,-0.65193,-0.18101,0.41929,-0.99504,-0.01957,0.09756,-0.01947,0.99981,0.00191,-0.09758,0.0,-0.99523
116,side_left,-0.63905,-0.18125,0.53754,-0.99315,-0.01691,0.11561,-0.0168,0.99986,0.00196,-0.11562,0.0,-0.99329
117,side_left,-0.58211,-0.16414,0.64003,-0.82261,-0.12072,0.55565,-0.10004,0.99269,0.06757,-0.55974,0.0,-0.82867
118,side_left,-0.66301,-0.06274,0.18534,-0.99955,0.02986,0.00276,0.02986,0.99955,-8e-05,-0.00276,-0.0,-1.0
119,side_left,-0.66047,-0.06263,0.30059,-0.99885,0.02296,0.04217,0.02294,0.99974,-0.00097,-0.04218,-0.0,-0.99911
120,side_left,-0.65361,-0.06269,0.41948,-0.99679,8e-05,0.08008,8e-05,1.0,-1e-05,-0.08008,0.0,-0.99679
121,side_left,-0.64135,-0.06275,0.5378,-0.99147,-0.00382,0.13029,-0.00379,0.99999,0.0005,-0.13029,-0.0,-0.99148
122,side_left,-0.5605,-0.08205,0.67008,-0.76768,-0.16033,0.62045,-0.1247,0.98706,0.10078,-0.62858,0.0,-0.77774
123,side_left,-0.51436,-0.0346,0.73812,-0.75139,-0.23515,0.61654,-0.18178,0.97196,0.14916,-0.63433,0.0,-0.77307
124,side_left,-0.65823,0.05808,0.18628,-0.99838,0.05628,0.00786,0.05628,0.99841,-0.00044,-0.00788,0.0,-0.99997
125,side_left,-0.65615,0.0581,0.29973,-0.99818,0.05399,0.02686,0.05397,0.99854,-0.00145,-0.0269,0.0,-0.99964
126,side_left,-0.65168,0.0581,0.41919,-0.99748,0.03437,0.062,0.03431,0.99941,-0.00213,-0.06203,0.0,-0.99807
127,side_left,-0.64056,0.05827,0.53806,-0.98798,0.01645,0.15372,0.01625,0.99986,-0.00253,-0.15374,-0.0,-0.98811
128,side_left,-0.49673,0.05616,0.79417,-0.74823,-0.22018,0.62584,-0.16889,0.97546,0.14126,-0.64159,0.0,-0.76705
129,side_left,-0.64856,0.18143,0.18845,-0.9962,0.08638,0.01109,0.08637,0.99626,-0.00096,-0.01113,0.0,-0.99994
130,side_left,-0.64696,0.18167,0.30022,-0.99643,0.0833,0.01357,0.08329,0.99652,-0.00113,-0.01362,0.0,-0.99991
131,side_left,-0.64509,0.1814,0.41815,-0.99736,0.0635,0.03528,0.06346,0.99798,-0.00224,-0.03535,-0.0,-0.99938
132,side_left,-0.6351,0.18165,0.54017,-0.97765,0.05094,0.20396,0.04987,0.9987,-0.0104,-0.20423,0.0,-0.97892
133,side_left,-0.60094,0.19095,0.61595,-0.73544,0.04961,0.67577,0.03653,0.99877,-0.03356,-0.6766,0.0,-0.73635
134,side_left,-0.47107,0.18058,0.85659,-0.73482,-0.10662,0.66983,-0.0788,0.9943,0.07183,-0.67367,0.0,-0.73903
135,side_left,-0.63995,0.30161,0.18698,-0.99912,0.04013,0.01192,0.04012,0.99919,-0.00048,-0.01193,0.0,-0.99993
136,side_left,-0.63888,0.30119,0.29855,-0.99949,0.032,0.00186,0.032,0.99949,-6e-05,-0.00186,0.0,-1.0
137,side_left,-0.63879,0.30226,0.41981,-0.99951,0.02528,0.01836,0.02528,0.99968,-0.00046,-0.01836,-0.0,-0.99983
138,side_left,-0.62852,0.30183,0.54222,-0.97081,0.04828,0.23493,0.04692,0.99883,-0.01135,-0.23521,0.0,-0.97195
139,side_left,-0.58685,0.30051,0.62571,-0.75669,0.03009,0.65308,0.02278,0.99955,-0.01966,-0.65337,0.0,-0.75704
140,side_left,-0.45779,0.3155,0.87911,-0.7433,0.00295,0.66895,0.00219,1.0,-0.00197,-0.66895,0.0,-0.74331
141,side_left,-0.63773,0.42097,0.18657,-0.99999,-0.00379,-0.00261,-0.00379,0.99999,-1e-05,0.00261,0.0,-1.0
142,side_left,-0.63778,0.42029,0.29834,-0.99999,0.00098,-0.00398,0.00098,1.0,0.0,0.00398,0.0,-0.99999
143,side_left,-0.63835,0.42086,0.41882,-0.99987,-0.00503,0.01553,-0.00503,0.99999,8e-05,-0.01553,-0.0,-0.99988
144,side_left,-0.6234,0.41801,0.54107,-0.9505,0.05462,0.3059,0.052,0.99851,-0.01673,-0.30636,-0.0,-0.95192
145,side_left,-0.58207,0.41994,0.62516,-0.79314,0.0304,0.60828,0.02412,0.99954,-0.0185,-0.60856,0.0,-0.7935
146,side_left,-0.4475,0.41764,0.88752,-0.7462,0.03357,0.66487,0.02507,0.99944,-0.02233,-0.66525,0.0,-0.74662
147,side_left,-0.64386,0.54111,0.1883,-0.99592,-0.08989,-0.00821,-0.08989,0.99595,-0.00074,0.00824,0.0,-0.99997
148,side_left,-0.64278,0.5408,0.29936,-0.99634,-0.08462,0.01192,-0.08461,0.99641,0.00101,-0.01196,-0.0,-0.99993
149,side_left,-0.6407,0.53999,0.41981,-0.9977,-0.03883,0.05555,-0.03877,0.99925,0.00216,-0.0556,0.0,-0.99845
150,side_left,-0.61764,0.54397,0.53752,-0.91046,-0.01307,0.4134,-0.0119,0.99991,0.0054,-0.41344,0.0,-0.91053
151,side_left,-0.57794,0.54062,0.6245,-0.81337,0.0362,0.58061,0.02946,0.99934,-0.02103,-0.581,0.0,-0.81391
152,side_left,-0.44512,0.53701,0.88341,-0.72162,0.05224,0.69031,0.03775,0.99863,-0.03611,-0.69125,-0.0,-0.72261
153,side_left,-0.65327,0.63955,0.18805,-0.99777,-0.05904,-0.03099,-0.05901,0.99826,-0.00183,0.03104,-0.0,-0.99952
154,side_left,-0.65429,0.64892,0.30352,-0.9951,-0.09727,0.01781,-0.09725,0.99526,0.00174,-0.0179,0.0,-0.99984
155,side_left,-0.65038,0.65865,0.41955,-0.9897,-0.1227,0.07382,-0.12236,0.99244,0.00913,-0.07438,0.0,-0.99723
156,side_left,-0.62843,0.66025,0.53995,-0.924,-0.1309,0.35929,-0.122,0.9914,0.04744,-0.36241,-0.0,-0.93202
157,side_left,-0.57555,0.64699,0.62222,-0.78954,0.00376,0.61369,0.00297,0.99999,-0.00231,-0.61369,0.0,-0.78954
158,side_left,-0.65945,0.74842,0.44376,-0.99819,-0.05357,0.02716,-0.05355,0.99856,0.00146,-0.0272,0.0,-0.99963
159,side_left,-0.64608,0.78011,0.53986,-0.94824,-0.11417,0.29631,-0.10897,0.99346,0.03405,-0.29826,0.0,-0.95448
160,side_left,-0.62137,0.79791,0.60553,-0.82185,-0.09255,0.56213,-0.07639,0.99571,0.05225,-0.56456,-0.0,-0.82539
161,side_left,-0.65168,0.89839,0.553,-0.94164,-0.02869,0.3354,-0.02703,0.99959,0.00963,-0.33553,-0.0,-0.94203
162,side_left,-0.61265,0.90521,0.61504,-0.82212,-0.00454,0.5693,-0.00373,0.99999,0.00258,-0.56931,0.0,-0.82212
163,side_left,-0.65007,1.02319,0.55183,-0.93934,0.0614,0.33743,0.05779,0.99811,-0.02076,-0.33807,-0.0,-0.94112
164,side_left,-0.52328,1.02118,0.66737,-0.85592,0.16382,0.49047,0.14214,0.98649,-0.08145,-0.49719,0.0,-0.86764
165,side_left,-0.47377,1.01667,0.73268,-0.7482,0.27742,0.60269,0.21604,0.96075,-0.17403,-0.62731,0.0,-0.77877
166,side_left,-0.64397,1.16786,0.44455,-0.99194,0.12566,0.0164,0.12564,0.99207,-0.00208,-0.01653,0.0,-0.99986
167,side_left,-0.62789,1.14214,0.54225,-0.88224,0.29731,0.36504,0.27473,0.95478,-0.11367,-0.38232,0.0,-0.92403
168,side_left,-0.49361,1.14299,0.66566,-0.78335,0.23133,0.57693,0.18627,0.97287,-0.13718,-0.59301,0.0,-0.80519
169,side_left,-0.60063,1.2777,0.20529,-0.94935,0.26101,-0.17496,0.25669,0.96534,0.04731,0.18125,-0.0,-0.98344
170,side_left,-0.61936,1.26901,0.30126,-0.9668,0.22254,-0.1256,0.22068,0.97492,0.02867,0.12883,0.0,-0.99167
171,side_left,-0.61931,1.25894,0.42151,-0.93263,0.31561,0.1749,0.3102,0.94889,-0.05817,-0.18432,0.0,-0.98287
172,side_left,-0.58154,1.26074,0.54267,-0.8426,0.36144,0.39922,0.32663,0.93239,-0.15476,-0.42817,0.0,-0.9037
173,side_left,-0.45982,1.26127,0.65224,-0.76058,0.31337,0.56861,0.25099,0.94963,-0.18764,-0.59877,0.0,-0.80092
174,side_left,-0.54729,1.36636,0.20507,-0.78273,0.61866,-0.06776,0.61636,0.78566,0.05336,0.08624,-0.0,-0.99627
175,side_left,-0.57268,1.36455,0.30898,-0.78315,0.59644,-0.17589,0.58194,0.80266,0.1307,0.21914,0.0,-0.97569
176,side_left,-0.57257,1.37247,0.4139,-0.86261,0.48692,0.13714,0.48089,0.87344,-0.07645,-0.15701,0.0,-0.9876
177,side_left,-0.54675,1.34298,0.53303,-0.81054,0.42913,0.39857,0.38509,0.90324,-0.18936,-0.44127,0.0,-0.89737
178,side_left,-0.40757,1.36385,0.63895,-0.6926,0.5348,0.48403,0.43836,0.84498,-0.30635,-0.57283,0.0,-0.81967
179,side_right,-0.02777,-1.47293,0.41404,0.7826,-0.6205,0.05014,0.61923,0.78421,0.03968,-0.06394,-0.0,0.99795
180,side_right,0.50784,-1.35018,0.31517,0.77652,-0.619,-0.11771,0.61201,0.78539,-0.09277,0.14988,-0.0,0.9887
181,side_right,0.38637,-1.36878,0.38855,0.79074,-0.60684,0.08048,0.60372,0.79482,0.06144,-0.10125,-0.0,0.99486
182,side_right,0.56896,-1.25332,0.17875,0.90208,-0.41719,-0.1105,0.4141,0.90882,-0.05072,0.12158,0.0,0.99258
183,side_right,0.57331,-1.2603,0.30528,0.83944,-0.53491,-0.09598,0.53144,0.84491,-0.06076,0.1136,0.0,0.99353
184,side_right,0.57656,-1.25678,0.39035,0.84127,-0.47885,0.25093,0.45887,0.8779,0.13687,-0.28583,0.0,0.95828
185,side_right,0.53653,-1.22645,0.5221,0.73437,-0.40458,0.54499,0.32489,0.9145,0.2411,-0.59594,0.0,0.80303
186,side_right,0.51913,-1.18285,0.18061,0.98637,0.01754,-0.1636,-0.01731,0.99985,0.00287,0.16363,0.0,0.98652
