cell_id,region,center_x_m,center_y_m,center_z_m,tilt_deg,is_side,quad_c3,quad_c5,fit_rms_mm,outcome,passes,gu_before,gu_final,ra_final_um,rz_final_um,scratch_before_um,scratch_final_um,clearcoat_initial_um,clearcoat_min_um,temperature_peak_c,gu_target_pass,ra_target_pass,rz_target_pass,scratch_improved,clearcoat_safe,warranty_removal_ok,overall_pass,disposition,checkpoint
229,side_right,0.648,0.181,0.188,89.4,True,+0.0095,-0.0454,0.35,success,1,65.79,72.74,0.1150,0.763,0.385,0.055,47.06,42.79,35.84,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
230,side_right,0.646,0.182,0.300,89.2,True,+0.0005,+0.0425,0.35,success,1,60.46,71.61,0.1178,0.728,0.247,0.028,45.12,39.16,35.84,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
231,side_right,0.644,0.181,0.418,88.0,True,-0.0053,-0.3379,0.60,fail_quality_regression,2,66.37,63.26,0.1471,1.045,0.356,0.024,42.39,35.21,35.88,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
232,side_right,0.634,0.182,0.541,77.9,True,+0.0224,-2.2947,3.89,fail_quality_regression,2,52.36,64.81,0.1617,1.353,0.244,0.058,44.00,38.42,36.31,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
233,side_right,0.597,0.195,0.618,47.4,True,+0.0436,-3.1595,2.89,success,1,65.37,70.81,0.1272,0.829,0.411,0.079,42.35,38.89,35.99,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
234,side_right,0.468,0.176,0.857,47.5,True,-1.0205,-4.4632,2.25,fail_force_overload,0,71.99,73.50,0.1504,0.974,0.419,0.198,44.75,40.97,34.74,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
235,side_right,0.639,0.302,0.187,89.3,True,+0.3621,-0.0198,0.61,success,1,74.76,71.06,0.1183,0.789,0.407,0.031,42.02,37.38,35.89,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
236,side_right,0.638,0.301,0.298,89.9,True,+0.4307,+0.0747,0.75,fail_clearcoat_budget,1,65.42,66.46,0.1225,0.801,0.132,0.024,40.29,35.69,35.88,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
237,side_right,0.638,0.302,0.420,88.9,True,+0.3236,-0.3455,0.44,fail_quality_regression,2,65.39,61.21,0.1420,1.092,0.337,0.016,40.62,36.07,35.93,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
238,side_right,0.627,0.303,0.542,76.0,True,+0.0575,-2.4411,3.59,success,1,71.06,73.49,0.1187,0.824,0.466,0.065,48.13,45.36,35.93,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
239,side_right,0.585,0.300,0.625,49.6,True,-0.0610,-1.8769,2.02,fail_clearcoat_budget,1,60.54,68.43,0.1216,0.842,0.185,0.037,41.12,36.21,35.93,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
240,side_right,0.458,0.305,0.876,48.8,True,-0.2713,-5.2263,2.11,fail_force_overload,0,71.55,69.33,0.1444,0.943,0.167,0.087,40.59,37.72,34.59,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
241,side_right,0.637,0.421,0.187,90.0,True,+0.3832,-0.0662,0.69,success,1,65.70,72.47,0.1197,0.837,0.496,0.078,49.66,45.07,35.89,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
242,side_right,0.637,0.420,0.298,90.4,True,+0.1315,-0.0211,0.55,success,1,60.38,70.09,0.1195,0.938,0.499,0.144,42.76,37.97,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
243,side_right,0.637,0.421,0.419,89.0,True,+0.0208,-0.4745,0.73,success,1,67.79,71.56,0.1126,0.729,0.245,0.041,44.19,39.31,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
244,side_right,0.621,0.417,0.541,71.4,True,-0.4812,-1.6375,4.45,success,1,60.46,72.06,0.1120,0.869,0.380,0.053,46.91,42.40,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
245,side_right,0.580,0.421,0.625,53.0,True,+0.0578,-1.6472,2.08,fail_quality_regression,2,66.42,67.14,0.1462,1.134,0.268,0.048,44.62,38.00,35.97,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
246,side_right,0.445,0.423,0.887,48.4,True,-0.1908,-4.8675,2.57,fail_force_overload,0,64.27,72.35,0.1375,0.789,0.259,0.115,45.43,42.74,34.75,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
247,side_right,0.642,0.541,0.188,90.4,True,+0.1982,-0.2399,0.39,success,1,63.53,70.24,0.1148,0.753,0.556,0.119,41.75,39.14,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
248,side_right,0.641,0.541,0.299,89.0,True,+0.3296,+0.1198,0.82,success,1,69.83,71.67,0.1150,0.724,0.301,0.042,43.57,38.29,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
249,side_right,0.639,0.540,0.420,87.0,True,+0.2346,-0.5878,0.93,success,1,67.41,71.44,0.1134,0.780,0.293,0.015,43.51,37.79,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
250,side_right,0.616,0.546,0.538,66.2,True,+0.9604,-0.2060,5.43,success,1,72.04,73.50,0.1164,0.723,0.335,0.073,49.06,45.45,35.92,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
251,side_right,0.575,0.540,0.625,54.4,True,-0.0040,-0.2959,1.51,success,1,70.94,73.28,0.1220,0.939,0.243,0.026,48.03,42.95,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
252,side_right,0.445,0.534,0.881,47.7,True,-0.3177,-4.5811,2.54,fail_force_overload,0,73.26,72.10,0.1497,0.852,0.487,0.357,42.93,39.49,34.76,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
253,side_right,0.651,0.637,0.189,91.8,True,-0.6007,-0.2347,0.73,success,1,62.54,70.22,0.1245,0.928,0.726,0.125,42.98,36.99,35.84,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
254,side_right,0.653,0.648,0.304,89.0,True,-0.2362,-0.2285,1.05,success,1,73.73,73.52,0.1156,0.708,0.382,0.067,48.74,43.95,35.84,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
255,side_right,0.649,0.659,0.419,85.8,True,+0.0812,-0.4441,1.16,success,1,68.98,71.44,0.1129,0.790,0.707,0.117,44.18,39.58,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
256,side_right,0.626,0.660,0.540,68.5,True,+0.0285,-2.5103,4.02,fail_clearcoat_budget,1,58.75,67.00,0.1369,1.005,0.624,0.185,41.11,35.62,35.96,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
257,side_right,0.573,0.646,0.622,52.3,True,+0.7454,-0.6942,1.92,success,1,72.17,73.32,0.1208,0.777,0.295,0.034,48.59,43.52,35.80,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
258,side_right,0.657,0.748,0.446,88.5,True,-0.4605,-0.7608,1.32,fail_clearcoat_budget,1,69.08,67.53,0.1251,0.865,0.598,0.103,40.95,35.70,35.90,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
259,side_right,0.644,0.780,0.540,72.6,True,-0.2939,-1.9220,3.16,success,1,71.02,73.32,0.1211,0.870,0.294,0.043,47.76,43.51,35.91,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
260,side_right,0.648,0.899,0.554,70.4,True,-0.2445,-2.3861,2.70,fail_clearcoat_budget,1,62.64,68.41,0.1201,0.736,0.561,0.074,40.89,36.54,35.95,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
261,side_right,0.609,0.908,0.615,55.3,True,-0.4702,-5.8367,5.31,fail_force_overload,0,74.38,72.64,0.1393,0.981,0.350,0.342,40.35,38.36,35.04,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
262,side_right,0.646,1.023,0.552,70.0,True,-0.4178,-3.2495,3.93,success,1,66.67,71.02,0.1138,0.848,0.333,0.040,43.51,38.67,36.02,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
263,side_right,0.521,1.021,0.666,60.9,True,-0.6030,+5.9349,14.20,fail_force_overload,0,61.52,63.99,0.1229,0.774,0.236,0.236,45.56,42.51,34.48,False,True,True,False,True,True,False,spot_repaint_review,model_ppo_curved.pt
264,side_right,0.466,1.019,0.735,52.6,True,-0.0081,-2.7857,2.91,fail_force_overload,0,65.25,71.15,0.1565,0.886,0.261,0.190,48.32,44.97,35.07,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
265,side_right,0.640,1.167,0.443,90.3,True,-1.6057,-1.7491,2.89,success,1,64.85,73.34,0.1138,0.735,0.256,0.036,49.14,44.40,35.97,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
266,side_right,0.625,1.142,0.542,68.9,True,-0.4876,-2.4368,4.85,success,1,65.34,72.47,0.1263,0.965,0.416,0.104,47.40,42.52,35.91,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
267,side_right,0.491,1.141,0.666,54.9,True,-0.3264,+3.1443,10.65,fail_force_overload,0,66.69,66.10,0.1137,0.838,0.313,0.313,40.07,37.91,34.60,False,True,True,False,True,True,False,spot_repaint_review,model_ppo_curved.pt
268,side_right,0.549,1.273,0.206,100.4,True,-2.7012,+0.2550,48.30,fail_clearcoat_budget,1,72.89,69.77,0.1185,0.832,0.364,0.091,41.64,36.89,35.62,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
269,side_right,0.615,1.267,0.290,99.1,True,-2.9227,-0.0280,4.48,success,1,69.29,72.49,0.1173,0.824,0.457,0.066,45.77,40.53,35.58,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
270,side_right,0.615,1.254,0.434,77.2,True,-0.1442,-0.8346,2.60,success,1,62.22,71.07,0.1216,0.838,0.278,0.044,42.50,39.98,35.84,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
271,side_right,0.578,1.261,0.542,66.6,True,-0.2392,-2.1974,4.31,success,1,65.41,71.21,0.1158,0.756,0.414,0.065,43.80,39.40,35.91,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
272,side_right,0.457,1.259,0.653,55.1,True,-0.6932,+1.6004,6.82,success,1,62.27,71.75,0.1163,0.748,0.469,0.060,44.46,40.14,35.78,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
273,side_right,0.543,1.368,0.204,94.1,True,-1.3643,+0.8772,2.87,success,1,64.28,71.91,0.1110,0.746,0.384,0.043,43.52,39.95,35.79,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
274,side_right,0.568,1.364,0.296,101.9,True,-1.6600,+0.4069,2.48,success,1,64.26,70.58,0.1160,0.800,0.185,0.018,41.99,37.52,35.75,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
275,side_right,0.567,1.369,0.441,73.0,True,-1.9187,+0.4515,5.14,success,1,65.17,72.46,0.1392,1.024,0.717,0.272,48.46,43.99,35.72,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
276,side_right,0.542,1.346,0.533,66.7,True,-1.9776,-2.4530,5.74,success,1,67.68,72.03,0.1258,1.063,0.261,0.050,43.79,41.14,35.84,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
277,side_right,0.404,1.365,0.639,60.6,True,-1.9639,-1.1172,6.52,fail_clearcoat,1,67.54,64.67,0.1152,0.836,0.348,0.065,40.43,34.87,35.85,False,True,True,True,False,True,False,spot_repaint_review,model_ppo_curved.pt
278,top,-0.616,-0.995,0.558,40.9,False,-3.7783,-0.7816,4.03,success,1,72.02,72.72,0.1146,0.881,0.193,0.048,48.93,44.60,35.75,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
279,top,-0.616,-0.919,0.577,42.5,False,-4.8546,-0.4833,4.32,success,1,68.15,73.60,0.1233,0.719,0.647,0.186,49.78,46.94,35.71,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
280,top,-0.610,-0.418,0.620,25.8,False,-7.6090,+0.0367,4.74,fail_force_overload,0,60.84,60.86,0.1259,0.929,0.453,0.453,43.29,41.56,23.29,False,True,True,False,True,True,False,spot_repaint_review,model_ppo_curved.pt
281,top,-0.612,-0.299,0.621,27.2,False,-7.6732,-0.0517,4.93,success,1,64.19,70.77,0.1224,0.758,0.244,0.044,43.39,38.69,35.70,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
282,top,-0.614,-0.176,0.620,30.7,False,-6.7221,+0.1090,5.58,success,1,62.36,72.73,0.1271,0.884,0.369,0.075,47.73,43.10,35.74,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
283,top,-0.614,-0.060,0.617,36.6,False,-6.6410,-0.0860,3.39,success,1,69.70,73.05,0.1178,0.892,0.274,0.039,45.23,42.72,35.64,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
284,top,-0.612,0.055,0.613,41.8,False,-5.1419,-0.0263,2.98,success,1,70.21,71.93,0.1149,0.761,0.509,0.128,43.96,40.26,35.67,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
285,top,-0.609,0.778,0.614,36.8,False,-4.6196,-0.8242,2.14,success,1,74.67,72.64,0.1221,0.923,0.114,0.023,45.32,40.93,35.71,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
286,top,-0.610,1.029,0.615,41.3,False,-5.0589,-0.2063,2.13,success,1,72.64,73.36,0.1257,0.907,0.260,0.029,46.11,43.56,35.31,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
287,top,-0.499,-1.246,0.540,29.1,False,-3.3683,-0.2801,3.07,success,1,66.50,71.27,0.1143,0.807,0.195,0.027,42.74,38.47,35.72,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
288,top,-0.516,-1.137,0.578,23.7,False,-2.9779,-1.4029,4.84,fail_quality_regression,2,61.50,59.55,0.1503,1.186,0.914,0.048,40.88,35.59,36.05,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
289,top,-0.546,-1.020,0.592,24.1,False,-2.4238,-0.1848,4.39,success,1,66.38,73.05,0.1129,0.684,0.227,0.022,46.96,43.37,35.63,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
290,top,-0.544,-0.903,0.613,17.9,False,-1.5691,-0.3691,4.14,success,1,65.93,70.79,0.1319,0.927,0.364,0.061,42.83,38.32,35.74,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
291,top,-0.541,-0.782,0.627,15.2,False,-0.8177,-0.0471,3.08,success,1,61.64,70.90,0.1204,0.993,0.732,0.198,45.00,39.39,35.76,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
292,top,-0.542,-0.660,0.635,15.8,False,-0.6929,-0.2563,3.17,success,1,66.90,71.78,0.1166,0.758,0.435,0.050,44.45,40.59,35.84,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
293,top,-0.541,-0.541,0.638,15.8,False,-0.7596,+0.0569,2.08,success,1,66.77,73.28,0.1228,0.954,0.226,0.036,48.53,44.23,35.75,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
294,top,-0.543,-0.421,0.642,15.5,False,-1.1461,-0.0652,2.02,success,1,62.18,71.35,0.1135,0.786,0.419,0.049,43.87,38.18,35.75,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
295,top,-0.547,-0.303,0.644,15.6,False,-1.3461,-0.0715,1.91,success,1,67.79,73.36,0.1195,0.805,0.293,0.028,48.14,42.30,35.75,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
296,top,-0.568,-0.185,0.640,25.0,False,-1.0300,+0.6777,4.58,success,1,71.67,70.68,0.1170,0.816,0.493,0.075,41.45,38.97,35.92,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
297,top,-0.581,-0.062,0.639,32.2,False,+0.4716,-0.2992,5.76,success,1,65.76,71.40,0.1144,0.747,0.312,0.069,43.53,40.12,36.09,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
298,top,-0.582,0.059,0.637,36.2,False,-2.9759,+0.0232,1.88,success,1,67.27,72.71,0.1094,0.741,0.120,0.020,48.26,42.72,35.58,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
299,top,-0.578,0.168,0.640,42.3,False,-1.6105,-0.1008,0.93,fail_clearcoat_budget,1,63.98,67.36,0.1166,0.811,0.356,0.070,40.88,35.86,35.74,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
300,top,-0.576,0.703,0.624,42.2,False,-1.7766,+0.2332,2.09,success,1,66.11,71.77,0.1192,0.719,0.416,0.059,44.50,40.02,35.67,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
301,top,-0.575,0.778,0.632,26.6,False,-4.2479,-0.5526,3.71,success,1,63.25,72.10,0.1144,0.757,0.224,0.026,45.25,41.85,35.59,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
302,top,-0.568,0.901,0.637,13.7,False,-3.8744,-0.2743,5.70,success,1,71.71,72.43,0.1359,0.876,0.257,0.047,44.79,40.46,35.64,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
303,top,-0.561,1.024,0.634,17.8,False,+1.0181,-0.1169,7.89,fail_clearcoat_budget,1,60.83,68.84,0.1153,0.792,0.862,0.175,41.10,36.47,35.99,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
304,top,-0.547,1.138,0.626,19.4,False,-0.1467,-0.5128,7.46,success,1,69.94,71.95,0.1206,0.801,0.427,0.090,44.82,40.70,36.00,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
305,top,-0.516,1.256,0.613,21.0,False,-0.3271,-0.8249,7.29,success,1,67.09,71.65,0.1142,0.709,0.189,0.021,44.08,38.82,36.03,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
306,top,-0.497,1.364,0.548,30.8,False,-3.2558,-3.9249,18.47,fail_force_overload,0,63.22,70.02,0.1735,1.211,0.950,0.742,42.68,38.57,35.11,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
307,top,-0.403,-1.378,0.439,30.7,False,+3.3227,-0.0268,8.88,fail_force_overload,0,64.30,64.43,0.1249,0.928,0.462,0.462,45.10,41.34,33.07,False,True,True,False,True,True,False,spot_repaint_review,model_ppo_curved.pt
308,top,-0.419,-1.259,0.552,24.6,False,-0.1957,+0.0090,0.58,success,1,69.60,72.04,0.1233,0.816,0.469,0.059,43.84,40.62,35.82,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
309,top,-0.420,-1.145,0.597,20.9,False,-0.1181,-1.1931,2.02,success,1,58.11,72.18,0.1127,0.786,0.356,0.052,45.27,41.16,35.89,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
310,top,-0.422,-1.021,0.622,14.7,False,-0.2465,-0.0108,0.52,success,1,62.09,72.93,0.1278,0.942,0.557,0.095,49.57,45.96,35.76,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
311,top,-0.423,-0.901,0.640,14.2,False,-0.4027,-0.2176,0.89,success,1,65.74,71.77,0.1217,0.845,0.887,0.319,47.72,41.86,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
312,top,-0.420,-0.779,0.655,13.1,False,-0.5973,+0.0627,0.97,fail_clearcoat_budget,1,66.44,64.79,0.1241,0.858,0.143,0.024,40.16,35.05,35.78,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
313,top,-0.423,-0.661,0.666,12.2,False,-0.9244,-0.6896,2.29,fail_clearcoat_budget,1,61.94,66.48,0.1179,0.908,0.533,0.073,40.33,35.40,35.83,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
314,top,-0.425,-0.539,0.666,10.3,False,-0.9421,-0.0754,1.55,success,1,70.03,72.44,0.1223,0.881,0.198,0.020,44.26,41.59,35.75,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
315,top,-0.419,-0.423,0.663,6.4,False,-0.2302,+0.1633,1.13,success,1,64.93,72.36,0.1208,0.883,0.211,0.028,44.85,41.59,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
316,top,-0.413,0.200,0.894,26.1,False,-1.4937,-0.7762,2.90,success,1,71.70,72.63,0.1244,0.880,0.201,0.028,45.68,41.21,35.81,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
317,top,-0.411,0.296,0.907,25.5,False,-1.7757,-0.2606,2.74,success,1,68.41,71.34,0.1194,0.839,0.412,0.082,43.82,39.12,35.75,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
318,top,-0.405,0.423,0.915,24.4,False,-2.2508,-0.4015,3.25,success,1,73.00,71.50,0.1177,0.664,0.416,0.110,44.07,39.09,35.79,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
319,top,-0.401,0.542,0.912,25.0,False,-2.0373,-0.4900,2.83,success,1,68.57,73.31,0.1204,0.893,0.339,0.033,49.68,43.69,35.79,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
320,top,-0.412,0.663,0.888,31.3,False,-2.5044,-0.1685,3.13,success,1,68.87,72.96,0.1199,0.796,0.210,0.031,46.79,41.86,35.67,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
321,top,-0.424,0.777,0.857,34.7,False,-2.6109,-0.5155,3.57,fail_quality_regression,2,60.83,65.46,0.1608,1.270,0.878,0.078,43.43,36.28,35.77,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
322,top,-0.437,0.904,0.807,39.1,False,-0.6768,-0.2913,1.66,success,1,61.95,70.29,0.1146,0.810,0.809,0.322,43.55,38.84,35.83,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
323,top,-0.426,1.018,0.768,38.9,False,-0.7960,+0.2311,2.30,fail_clearcoat_budget,1,71.02,68.67,0.1235,0.807,0.396,0.083,41.13,36.75,35.77,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
324,top,-0.405,1.137,0.737,30.5,False,-1.8608,+0.0332,3.02,fail_clearcoat_budget,1,59.79,68.86,0.1252,0.861,0.813,0.177,41.73,36.78,35.69,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
325,top,-0.402,1.260,0.695,24.3,False,-4.1023,-0.4999,7.66,success,1,70.10,72.09,0.1116,0.721,0.151,0.023,44.71,39.47,35.78,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
326,top,-0.426,1.377,0.576,29.4,False,+3.2781,-4.0041,16.14,fail_force_overload,0,63.12,63.09,0.1084,0.895,0.373,0.373,42.02,39.73,34.29,False,True,True,False,True,True,False,spot_repaint_review,model_ppo_curved.pt
327,top,-0.300,-1.375,0.512,28.7,False,-0.3609,-2.9196,15.53,fail_force_overload,0,65.87,73.73,0.1128,0.769,0.293,0.155,49.33,47.97,35.88,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
328,top,-0.301,-1.260,0.572,22.5,False,-0.4391,-0.0064,0.89,success,1,69.98,72.88,0.1208,0.776,0.360,0.056,47.60,41.88,35.78,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
329,top,-0.302,-1.142,0.617,18.2,False,-0.4834,-1.0878,2.28,success,1,67.87,70.60,0.1152,0.736,0.159,0.027,41.65,37.71,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
330,top,-0.301,-1.019,0.642,10.9,False,-0.4316,-0.0809,0.76,fail_quality_regression,2,60.89,63.38,0.1471,1.050,0.911,0.070,41.90,36.20,35.96,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
331,top,-0.302,-0.901,0.659,10.1,False,-0.0896,-0.3758,0.88,fail_clearcoat_budget,1,59.17,68.03,0.1159,0.816,0.247,0.036,41.53,35.96,35.84,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
332,top,-0.301,-0.781,0.670,7.4,False,+0.1812,+0.1413,0.98,success,1,55.40,70.61,0.1093,0.660,0.271,0.038,43.42,39.11,35.90,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
333,top,-0.300,-0.661,0.680,4.6,False,-0.1755,-0.6672,1.65,success,1,63.60,71.24,0.1174,0.789,0.660,0.134,44.61,39.37,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
334,top,-0.301,-0.539,0.680,4.9,False,-0.1717,+0.0014,1.19,success,1,72.64,73.17,0.1201,0.843,0.386,0.055,47.27,43.01,35.84,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
335,top,-0.301,-0.433,0.676,7.0,False,-0.0756,-0.4847,1.14,success,1,54.51,71.83,0.1195,0.867,0.275,0.051,48.02,44.20,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
336,top,-0.301,0.190,0.929,19.6,False,-1.3915,-0.9718,2.98,success,1,61.56,71.93,0.1236,0.898,0.582,0.097,44.01,40.86,35.82,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
337,top,-0.303,0.299,0.944,14.9,False,-1.3967,-0.2501,2.63,fail_clearcoat_budget,1,67.09,67.55,0.1173,0.902,0.234,0.027,40.87,35.77,35.77,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
338,top,-0.304,0.420,0.949,14.5,False,-1.2697,-0.4328,2.74,success,1,66.15,70.76,0.1206,0.817,0.178,0.029,43.29,38.28,35.81,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
339,top,-0.302,0.541,0.946,14.7,False,-1.3132,-0.4777,2.82,success,1,59.26,71.67,0.1181,0.883,0.240,0.057,46.02,40.57,35.81,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
340,top,-0.303,0.660,0.929,17.5,False,-1.1338,-0.1723,2.34,success,1,66.88,71.50,0.1294,0.866,0.261,0.039,44.16,39.16,35.79,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
341,top,-0.300,0.761,0.907,20.8,False,-0.9941,-0.6854,2.35,success,1,70.76,73.67,0.1108,0.759,0.136,0.011,49.54,45.86,35.82,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
342,top,-0.339,1.268,0.711,21.2,False,-0.9349,+0.3984,2.00,success,1,74.50,73.16,0.1190,0.708,0.205,0.025,46.29,41.58,35.84,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
343,top,-0.304,1.379,0.683,12.6,False,-2.9045,-4.5922,9.64,fail_force_overload,0,59.07,66.38,0.1403,0.953,0.181,0.079,45.48,42.55,34.79,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
344,top,-0.292,1.463,0.524,25.6,False,-0.4682,+9.8521,11.25,fail_force_overload,0,61.11,61.11,0.1241,1.153,0.625,0.625,44.73,41.46,28.56,False,True,True,False,True,True,False,spot_repaint_review,model_ppo_curved.pt
345,top,-0.173,-1.461,0.421,36.4,False,-1.5352,+8.8977,49.66,fail_force_overload,0,71.54,74.58,0.1177,0.894,0.319,0.201,41.36,40.78,34.81,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
346,top,-0.180,-1.385,0.528,23.5,False,+0.4498,-1.6293,16.68,success,1,69.19,73.12,0.1144,0.839,0.320,0.034,45.42,42.93,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
347,top,-0.180,-1.263,0.583,19.3,False,-0.4304,-0.0063,0.94,success,1,63.73,71.65,0.1174,0.749,0.199,0.042,45.92,42.02,35.75,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
348,top,-0.182,-1.144,0.622,15.5,False,-0.0850,-0.7983,1.87,success,1,68.00,72.90,0.1195,0.789,0.421,0.071,48.14,42.87,35.88,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
349,top,-0.182,-1.020,0.647,9.4,False,+0.1046,+0.0189,1.46,fail_clearcoat_budget,1,70.79,68.08,0.1162,0.848,0.145,0.012,40.69,36.22,35.85,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
